,image_id,domain,split,image_path,domain_name
831,n02381460_1639,A,train,trainA/n02381460_1639.jpg,Horse
832,n02381460_4999,A,train,trainA/n02381460_4999.jpg,Horse
833,n02381460_108,A,train,trainA/n02381460_108.jpg,Horse
834,n02381460_6397,A,val,trainA/n02381460_6397.jpg,Horse
835,n02381460_691,A,train,trainA/n02381460_691.jpg,Horse
836,n02381460_849,A,val,trainA/n02381460_849.jpg,Horse
837,n02381460_8437,A,train,trainA/n02381460_8437.jpg,Horse
838,n02381460_4219,A,train,trainA/n02381460_4219.jpg,Horse
839,n02381460_5107,A,train,trainA/n02381460_5107.jpg,Horse
840,n02381460_1361,A,train,trainA/n02381460_1361.jpg,Horse
841,n02381460_5891,A,val,trainA/n02381460_5891.jpg,Horse
842,n02381460_4231,A,train,trainA/n02381460_4231.jpg,Horse
843,n02381460_1349,A,val,trainA/n02381460_1349.jpg,Horse
844,n02381460_4543,A,train,trainA/n02381460_4543.jpg,Horse
845,n02381460_4542,A,val,trainA/n02381460_4542.jpg,Horse
846,n02381460_1348,A,val,trainA/n02381460_1348.jpg,Horse
847,n02381460_3577,A,train,trainA/n02381460_3577.jpg,Horse
848,n02381460_3211,A,train,trainA/n02381460_3211.jpg,Horse
849,n02381460_5674,A,train,trainA/n02381460_5674.jpg,Horse
850,n02381460_3563,A,train,trainA/n02381460_3563.jpg,Horse
851,n02381460_3588,A,train,trainA/n02381460_3588.jpg,Horse
852,n02381460_2872,A,train,trainA/n02381460_2872.jpg,Horse
853,n02381460_135,A,train,trainA/n02381460_135.jpg,Horse
854,n02381460_2325,A,train,trainA/n02381460_2325.jpg,Horse
855,n02381460_7261,A,train,trainA/n02381460_7261.jpg,Horse
856,n02381460_4783,A,train,trainA/n02381460_4783.jpg,Horse
857,n02381460_3946,A,train,trainA/n02381460_3946.jpg,Horse
858,n02381460_5489,A,train,trainA/n02381460_5489.jpg,Horse
859,n02381460_4967,A,train,trainA/n02381460_4967.jpg,Horse
860,n02381460_323,A,train,trainA/n02381460_323.jpg,Horse
861,n02381460_451,A,train,trainA/n02381460_451.jpg,Horse
862,n02381460_2245,A,train,trainA/n02381460_2245.jpg,Horse
863,n02381460_61,A,train,trainA/n02381460_61.jpg,Horse
864,n02381460_4146,A,val,trainA/n02381460_4146.jpg,Horse
865,n02381460_1758,A,val,trainA/n02381460_1758.jpg,Horse
866,n02381460_4608,A,train,trainA/n02381460_4608.jpg,Horse
867,n02381460_3601,A,train,trainA/n02381460_3601.jpg,Horse
868,n02381460_1002,A,train,trainA/n02381460_1002.jpg,Horse
869,n02381460_5502,A,train,trainA/n02381460_5502.jpg,Horse
870,n02381460_1957,A,train,trainA/n02381460_1957.jpg,Horse
871,n02381460_6792,A,train,trainA/n02381460_6792.jpg,Horse
872,n02381460_519,A,val,trainA/n02381460_519.jpg,Horse
873,n02381460_525,A,train,trainA/n02381460_525.jpg,Horse
874,n02381460_3365,A,val,trainA/n02381460_3365.jpg,Horse
875,n02381460_3371,A,train,trainA/n02381460_3371.jpg,Horse
876,n02381460_3417,A,val,trainA/n02381460_3417.jpg,Horse
877,n02381460_5927,A,train,trainA/n02381460_5927.jpg,Horse
878,n02381460_3398,A,train,trainA/n02381460_3398.jpg,Horse
879,n02381460_4385,A,val,trainA/n02381460_4385.jpg,Horse
880,n02381460_1216,A,train,trainA/n02381460_1216.jpg,Horse
881,n02381460_4434,A,train,trainA/n02381460_4434.jpg,Horse
882,n02381460_2045,A,val,trainA/n02381460_2045.jpg,Horse
883,n02381460_6223,A,train,trainA/n02381460_6223.jpg,Horse
884,n02381460_902,A,train,trainA/n02381460_902.jpg,Horse
885,n02381460_255,A,train,trainA/n02381460_255.jpg,Horse
886,n02381460_1941,A,train,trainA/n02381460_1941.jpg,Horse
887,n02381460_1014,A,train,trainA/n02381460_1014.jpg,Horse
888,n02381460_1766,A,train,trainA/n02381460_1766.jpg,Horse
889,n02381460_2509,A,train,trainA/n02381460_2509.jpg,Horse
890,n02381460_5266,A,train,trainA/n02381460_5266.jpg,Horse
891,n02381460_1028,A,train,trainA/n02381460_1028.jpg,Horse
892,n02381460_4965,A,val,trainA/n02381460_4965.jpg,Horse
893,n02381460_2496,A,train,trainA/n02381460_2496.jpg,Horse
894,n02381460_4781,A,train,trainA/n02381460_4781.jpg,Horse
895,n02381460_1835,A,val,trainA/n02381460_1835.jpg,Horse
896,n02381460_4018,A,train,trainA/n02381460_4018.jpg,Horse
897,n02381460_1612,A,train,trainA/n02381460_1612.jpg,Horse
898,n02381460_2327,A,train,trainA/n02381460_2327.jpg,Horse
899,n02381460_1389,A,train,trainA/n02381460_1389.jpg,Horse
900,n02381460_4597,A,val,trainA/n02381460_4597.jpg,Horse
901,n02381460_9064,A,train,trainA/n02381460_9064.jpg,Horse
902,n02381460_2643,A,train,trainA/n02381460_2643.jpg,Horse
903,n02381460_5892,A,train,trainA/n02381460_5892.jpg,Horse
904,n02381460_863,A,train,trainA/n02381460_863.jpg,Horse
905,n02381460_1439,A,train,trainA/n02381460_1439.jpg,Horse
906,n02381460_4541,A,val,trainA/n02381460_4541.jpg,Horse
907,n02381460_3548,A,train,trainA/n02381460_3548.jpg,Horse
908,n02381460_8435,A,train,trainA/n02381460_8435.jpg,Horse
909,n02381460_3212,A,train,trainA/n02381460_3212.jpg,Horse
910,n02381460_1405,A,train,trainA/n02381460_1405.jpg,Horse
911,n02381460_1363,A,train,trainA/n02381460_1363.jpg,Horse
912,n02381460_1388,A,train,trainA/n02381460_1388.jpg,Horse
913,n02381460_2695,A,train,trainA/n02381460_2695.jpg,Horse
914,n02381460_5878,A,train,trainA/n02381460_5878.jpg,Horse
915,n02381460_122,A,train,trainA/n02381460_122.jpg,Horse
916,n02381460_4743,A,val,trainA/n02381460_4743.jpg,Horse
917,n02381460_8179,A,val,trainA/n02381460_8179.jpg,Horse
918,n02381460_4019,A,train,trainA/n02381460_4019.jpg,Horse
919,n02381460_2468,A,train,trainA/n02381460_2468.jpg,Horse
920,n02381460_1834,A,train,trainA/n02381460_1834.jpg,Horse
921,n02381460_452,A,train,trainA/n02381460_452.jpg,Horse
922,n02381460_8838,A,train,trainA/n02381460_8838.jpg,Horse
923,n02381460_4151,A,train,trainA/n02381460_4151.jpg,Horse
924,n02381460_4637,A,train,trainA/n02381460_4637.jpg,Horse
925,n02381460_1001,A,val,trainA/n02381460_1001.jpg,Horse
926,n02381460_1798,A,train,trainA/n02381460_1798.jpg,Horse
927,n02381460_4804,A,train,trainA/n02381460_4804.jpg,Horse
928,n02381460_8958,A,train,trainA/n02381460_8958.jpg,Horse
929,n02381460_6975,A,train,trainA/n02381460_6975.jpg,Horse
930,n02381460_4347,A,train,trainA/n02381460_4347.jpg,Horse
931,n02381460_2736,A,train,trainA/n02381460_2736.jpg,Horse
932,n02381460_903,A,val,trainA/n02381460_903.jpg,Horse
933,n02381460_3366,A,train,trainA/n02381460_3366.jpg,Horse
934,n02381460_718,A,train,trainA/n02381460_718.jpg,Horse
935,n02381460_2093,A,val,trainA/n02381460_2093.jpg,Horse
936,n02381460_7845,A,train,trainA/n02381460_7845.jpg,Horse
937,n02381460_2083,A,train,trainA/n02381460_2083.jpg,Horse
938,n02381460_7689,A,val,trainA/n02381460_7689.jpg,Horse
939,n02381460_2929,A,train,trainA/n02381460_2929.jpg,Horse
940,n02381460_8586,A,train,trainA/n02381460_8586.jpg,Horse
941,n02381460_2726,A,train,trainA/n02381460_2726.jpg,Horse
942,n02381460_3438,A,val,trainA/n02381460_3438.jpg,Horse
943,n02381460_4425,A,val,trainA/n02381460_4425.jpg,Horse
944,n02381460_2732,A,train,trainA/n02381460_2732.jpg,Horse
945,n02381460_5075,A,train,trainA/n02381460_5075.jpg,Horse
946,n02381460_8974,A,val,trainA/n02381460_8974.jpg,Horse
947,n02381460_278,A,train,trainA/n02381460_278.jpg,Horse
948,n02381460_1978,A,val,trainA/n02381460_1978.jpg,Horse
949,n02381460_66,A,train,trainA/n02381460_66.jpg,Horse
950,n02381460_4141,A,train,trainA/n02381460_4141.jpg,Horse
951,n02381460_1011,A,train,trainA/n02381460_1011.jpg,Horse
952,n02381460_4169,A,train,trainA/n02381460_4169.jpg,Horse
953,n02381460_1763,A,train,trainA/n02381460_1763.jpg,Horse
954,n02381460_9263,A,train,trainA/n02381460_9263.jpg,Horse
955,n02381460_3028,A,train,trainA/n02381460_3028.jpg,Horse
956,n02381460_7528,A,val,trainA/n02381460_7528.jpg,Horse
957,n02381460_1159,A,train,trainA/n02381460_1159.jpg,Horse
958,n02381460_2444,A,train,trainA/n02381460_2444.jpg,Horse
959,n02381460_3982,A,train,trainA/n02381460_3982.jpg,Horse
960,n02381460_4009,A,train,trainA/n02381460_4009.jpg,Horse
961,n02381460_668,A,train,trainA/n02381460_668.jpg,Horse
962,n02381460_2685,A,train,trainA/n02381460_2685.jpg,Horse
963,n02381460_654,A,val,trainA/n02381460_654.jpg,Horse
964,n02381460_7919,A,train,trainA/n02381460_7919.jpg,Horse
965,n02381460_4551,A,train,trainA/n02381460_4551.jpg,Horse
966,n02381460_697,A,train,trainA/n02381460_697.jpg,Horse
967,n02381460_1373,A,train,trainA/n02381460_1373.jpg,Horse
968,n02381460_2109,A,train,trainA/n02381460_2109.jpg,Horse
969,n02381460_5869,A,train,trainA/n02381460_5869.jpg,Horse
970,n02381460_4593,A,train,trainA/n02381460_4593.jpg,Horse
971,n02381460_2684,A,train,trainA/n02381460_2684.jpg,Horse
972,n02381460_2848,A,train,trainA/n02381460_2848.jpg,Horse
973,n02381460_5699,A,val,trainA/n02381460_5699.jpg,Horse
974,n02381460_4008,A,train,trainA/n02381460_4008.jpg,Horse
975,n02381460_3001,A,train,trainA/n02381460_3001.jpg,Horse
976,n02381460_1602,A,train,trainA/n02381460_1602.jpg,Horse
977,n02381460_8626,A,val,trainA/n02381460_8626.jpg,Horse
978,n02381460_7515,A,train,trainA/n02381460_7515.jpg,Horse
979,n02381460_1158,A,train,trainA/n02381460_1158.jpg,Horse
980,n02381460_3997,A,train,trainA/n02381460_3997.jpg,Horse
981,n02381460_331,A,train,trainA/n02381460_331.jpg,Horse
982,n02381460_4975,A,train,trainA/n02381460_4975.jpg,Horse
983,n02381460_4785,A,train,trainA/n02381460_4785.jpg,Horse
984,n02381460_3175,A,val,trainA/n02381460_3175.jpg,Horse
985,n02381460_4168,A,train,trainA/n02381460_4168.jpg,Horse
986,n02381460_73,A,train,trainA/n02381460_73.jpg,Horse
987,n02381460_1038,A,train,trainA/n02381460_1038.jpg,Horse
988,n02381460_3149,A,train,trainA/n02381460_3149.jpg,Horse
989,n02381460_5538,A,train,trainA/n02381460_5538.jpg,Horse
990,n02381460_4632,A,val,trainA/n02381460_4632.jpg,Horse
991,n02381460_1992,A,val,trainA/n02381460_1992.jpg,Horse
992,n02381460_6743,A,train,trainA/n02381460_6743.jpg,Horse
993,n02381460_2525,A,train,trainA/n02381460_2525.jpg,Horse
994,n02381460_1979,A,train,trainA/n02381460_1979.jpg,Horse
995,n02381460_4815,A,val,trainA/n02381460_4815.jpg,Horse
996,n02381460_6964,A,val,trainA/n02381460_6964.jpg,Horse
997,n02381460_2294,A,train,trainA/n02381460_2294.jpg,Horse
998,n02381460_1212,A,val,trainA/n02381460_1212.jpg,Horse
999,n02381460_3363,A,train,trainA/n02381460_3363.jpg,Horse
1000,n02381460_912,A,val,trainA/n02381460_912.jpg,Horse
1001,n02381460_4395,A,val,trainA/n02381460_4395.jpg,Horse
1002,n02381460_4397,A,train,trainA/n02381460_4397.jpg,Horse
1003,n02381460_8585,A,train,trainA/n02381460_8585.jpg,Horse
1004,n02381460_2043,A,train,trainA/n02381460_2043.jpg,Horse
1005,n02381460_1204,A,train,trainA/n02381460_1204.jpg,Horse
1006,n02381460_5704,A,train,trainA/n02381460_5704.jpg,Horse
1007,n02381460_1562,A,train,trainA/n02381460_1562.jpg,Horse
1008,n02381460_4181,A,train,trainA/n02381460_4181.jpg,Horse
1009,n02381460_6782,A,train,trainA/n02381460_6782.jpg,Horse
1010,n02381460_4195,A,val,trainA/n02381460_4195.jpg,Horse
1011,n02381460_2282,A,train,trainA/n02381460_2282.jpg,Horse
1012,n02381460_509,A,train,trainA/n02381460_509.jpg,Horse
1013,n02381460_521,A,train,trainA/n02381460_521.jpg,Horse
1014,n02381460_4817,A,val,trainA/n02381460_4817.jpg,Horse
1015,n02381460_4624,A,train,trainA/n02381460_4624.jpg,Horse
1016,n02381460_2269,A,val,trainA/n02381460_2269.jpg,Horse
1017,n02381460_3611,A,train,trainA/n02381460_3611.jpg,Horse
1018,n02381460_1006,A,train,trainA/n02381460_1006.jpg,Horse
1019,n02381460_3605,A,train,trainA/n02381460_3605.jpg,Horse
1020,n02381460_7305,A,train,trainA/n02381460_7305.jpg,Horse
1021,n02381460_1774,A,train,trainA/n02381460_1774.jpg,Horse
1022,n02381460_2484,A,train,trainA/n02381460_2484.jpg,Horse
1023,n02381460_3942,A,train,trainA/n02381460_3942.jpg,Horse
1024,n02381460_3956,A,val,trainA/n02381460_3956.jpg,Horse
1025,n02381460_4977,A,val,trainA/n02381460_4977.jpg,Horse
1026,n02381460_3995,A,train,trainA/n02381460_3995.jpg,Horse
1027,n02381460_1614,A,train,trainA/n02381460_1614.jpg,Horse
1028,n02381460_5857,A,train,trainA/n02381460_5857.jpg,Horse
1029,n02381460_4585,A,train,trainA/n02381460_4585.jpg,Horse
1030,n02381460_7932,A,train,trainA/n02381460_7932.jpg,Horse
1031,n02381460_643,A,train,trainA/n02381460_643.jpg,Horse
1032,n02381460_125,A,train,trainA/n02381460_125.jpg,Horse
1033,n02381460_3229,A,train,trainA/n02381460_3229.jpg,Horse
1034,n02381460_858,A,val,trainA/n02381460_858.jpg,Horse
1035,n02381460_1402,A,val,trainA/n02381460_1402.jpg,Horse
1036,n02381460_1365,A,val,trainA/n02381460_1365.jpg,Horse
1037,n02381460_3566,A,train,trainA/n02381460_3566.jpg,Horse
1038,n02381460_9063,A,train,trainA/n02381460_9063.jpg,Horse
1039,n02381460_3228,A,train,trainA/n02381460_3228.jpg,Horse
1040,n02381460_4779,A,train,trainA/n02381460_4779.jpg,Horse
1041,n02381460_8157,A,train,trainA/n02381460_8157.jpg,Horse
1042,n02381460_6152,A,val,trainA/n02381460_6152.jpg,Horse
1043,n02381460_4751,A,train,trainA/n02381460_4751.jpg,Horse
1044,n02381460_2446,A,train,trainA/n02381460_2446.jpg,Horse
1045,n02381460_454,A,train,trainA/n02381460_454.jpg,Horse
1046,n02381460_58,A,val,trainA/n02381460_58.jpg,Horse
1047,n02381460_8989,A,val,trainA/n02381460_8989.jpg,Horse
1048,n02381460_2268,A,train,trainA/n02381460_2268.jpg,Horse
1049,n02381460_1761,A,train,trainA/n02381460_1761.jpg,Horse
1050,n02381460_285,A,train,trainA/n02381460_285.jpg,Horse
1051,n02381460_7476,A,train,trainA/n02381460_7476.jpg,Horse
1052,n02381460_3638,A,train,trainA/n02381460_3638.jpg,Horse
1053,n02381460_1991,A,val,trainA/n02381460_1991.jpg,Horse
1054,n02381460_4625,A,train,trainA/n02381460_4625.jpg,Horse
1055,n02381460_4816,A,train,trainA/n02381460_4816.jpg,Horse
1056,n02381460_1952,A,train,trainA/n02381460_1952.jpg,Horse
1057,n02381460_3412,A,train,trainA/n02381460_3412.jpg,Horse
1058,n02381460_939,A,val,trainA/n02381460_939.jpg,Horse
1059,n02381460_1563,A,val,trainA/n02381460_1563.jpg,Horse
1060,n02381460_911,A,train,trainA/n02381460_911.jpg,Horse
1061,n02381460_6556,A,train,trainA/n02381460_6556.jpg,Horse
1062,n02381460_2056,A,train,trainA/n02381460_2056.jpg,Horse
1063,n02381460_5739,A,train,trainA/n02381460_5739.jpg,Horse
1064,n02381460_3348,A,val,trainA/n02381460_3348.jpg,Horse
1065,n02381460_736,A,train,trainA/n02381460_736.jpg,Horse
1066,n02381460_4396,A,val,trainA/n02381460_4396.jpg,Horse
0,n02391049_543,B,train,trainB/n02391049_543.jpg,Zebra
1,n02391049_225,B,train,trainB/n02391049_225.jpg,Zebra
2,n02391049_6122,B,train,trainB/n02391049_6122.jpg,Zebra
3,n02391049_557,B,val,trainB/n02391049_557.jpg,Zebra
4,n02391049_3072,B,train,trainB/n02391049_3072.jpg,Zebra
5,n02391049_7566,B,train,trainB/n02391049_7566.jpg,Zebra
6,n02391049_5371,B,train,trainB/n02391049_5371.jpg,Zebra
7,n02391049_10426,B,val,trainB/n02391049_10426.jpg,Zebra
8,n02391049_10432,B,train,trainB/n02391049_10432.jpg,Zebra
9,n02391049_7599,B,train,trainB/n02391049_7599.jpg,Zebra
10,n02391049_8696,B,val,trainB/n02391049_8696.jpg,Zebra
11,n02391049_999,B,train,trainB/n02391049_999.jpg,Zebra
12,n02391049_6452,B,train,trainB/n02391049_6452.jpg,Zebra
13,n02391049_2146,B,val,trainB/n02391049_2146.jpg,Zebra
14,n02391049_3264,B,train,trainB/n02391049_3264.jpg,Zebra
15,n02391049_2191,B,train,trainB/n02391049_2191.jpg,Zebra
16,n02391049_4292,B,train,trainB/n02391049_4292.jpg,Zebra
17,n02391049_796,B,train,trainB/n02391049_796.jpg,Zebra
18,n02391049_2813,B,train,trainB/n02391049_2813.jpg,Zebra
19,n02391049_966,B,train,trainB/n02391049_966.jpg,Zebra
20,n02391049_635,B,train,trainB/n02391049_635.jpg,Zebra
21,n02391049_621,B,train,trainB/n02391049_621.jpg,Zebra
22,n02391049_5985,B,train,trainB/n02391049_5985.jpg,Zebra
23,n02391049_147,B,train,trainB/n02391049_147.jpg,Zebra
24,n02391049_9629,B,val,trainB/n02391049_9629.jpg,Zebra
25,n02391049_2768,B,train,trainB/n02391049_2768.jpg,Zebra
26,n02391049_2967,B,train,trainB/n02391049_2967.jpg,Zebra
27,n02391049_812,B,train,trainB/n02391049_812.jpg,Zebra
28,n02391049_2973,B,train,trainB/n02391049_2973.jpg,Zebra
29,n02391049_437,B,train,trainB/n02391049_437.jpg,Zebra
30,n02391049_9417,B,train,trainB/n02391049_9417.jpg,Zebra
31,n02391049_10591,B,train,trainB/n02391049_10591.jpg,Zebra
32,n02391049_351,B,train,trainB/n02391049_351.jpg,Zebra
33,n02391049_9365,B,train,trainB/n02391049_9365.jpg,Zebra
34,n02391049_345,B,train,trainB/n02391049_345.jpg,Zebra
35,n02391049_2218,B,train,trainB/n02391049_2218.jpg,Zebra
36,n02391049_379,B,train,trainB/n02391049_379.jpg,Zebra
37,n02391049_1063,B,train,trainB/n02391049_1063.jpg,Zebra
38,n02391049_1088,B,train,trainB/n02391049_1088.jpg,Zebra
39,n02391049_392,B,train,trainB/n02391049_392.jpg,Zebra
40,n02391049_6081,B,train,trainB/n02391049_6081.jpg,Zebra
41,n02391049_4682,B,train,trainB/n02391049_4682.jpg,Zebra
42,n02391049_6902,B,train,trainB/n02391049_6902.jpg,Zebra
43,n02391049_10209,B,val,trainB/n02391049_10209.jpg,Zebra
44,n02391049_4873,B,train,trainB/n02391049_4873.jpg,Zebra
45,n02391049_4697,B,train,trainB/n02391049_4697.jpg,Zebra
46,n02391049_1937,B,train,trainB/n02391049_1937.jpg,Zebra
47,n02391049_1062,B,train,trainB/n02391049_1062.jpg,Zebra
48,n02391049_1076,B,train,trainB/n02391049_1076.jpg,Zebra
49,n02391049_7407,B,train,trainB/n02391049_7407.jpg,Zebra
50,n02391049_2231,B,train,trainB/n02391049_2231.jpg,Zebra
51,n02391049_4898,B,train,trainB/n02391049_4898.jpg,Zebra
52,n02391049_344,B,train,trainB/n02391049_344.jpg,Zebra
53,n02391049_1738,B,val,trainB/n02391049_1738.jpg,Zebra
54,n02391049_9416,B,train,trainB/n02391049_9416.jpg,Zebra
55,n02391049_2225,B,train,trainB/n02391049_2225.jpg,Zebra
56,n02391049_7836,B,train,trainB/n02391049_7836.jpg,Zebra
57,n02391049_5947,B,train,trainB/n02391049_5947.jpg,Zebra
58,n02391049_7188,B,train,trainB/n02391049_7188.jpg,Zebra
59,n02391049_2782,B,val,trainB/n02391049_2782.jpg,Zebra
60,n02391049_608,B,train,trainB/n02391049_608.jpg,Zebra
61,n02391049_146,B,train,trainB/n02391049_146.jpg,Zebra
62,n02391049_3339,B,train,trainB/n02391049_3339.jpg,Zebra
63,n02391049_152,B,train,trainB/n02391049_152.jpg,Zebra
64,n02391049_2741,B,val,trainB/n02391049_2741.jpg,Zebra
65,n02391049_2999,B,val,trainB/n02391049_2999.jpg,Zebra
66,n02391049_2806,B,train,trainB/n02391049_2806.jpg,Zebra
67,n02391049_2184,B,train,trainB/n02391049_2184.jpg,Zebra
68,n02391049_1314,B,train,trainB/n02391049_1314.jpg,Zebra
69,n02391049_3265,B,val,trainB/n02391049_3265.jpg,Zebra
70,n02391049_3271,B,train,trainB/n02391049_3271.jpg,Zebra
71,n02391049_3517,B,train,trainB/n02391049_3517.jpg,Zebra
72,n02391049_2609,B,train,trainB/n02391049_2609.jpg,Zebra
73,n02391049_9006,B,train,trainB/n02391049_9006.jpg,Zebra
74,n02391049_11063,B,train,trainB/n02391049_11063.jpg,Zebra
75,n02391049_2386,B,val,trainB/n02391049_2386.jpg,Zebra
76,n02391049_3098,B,train,trainB/n02391049_3098.jpg,Zebra
77,n02391049_10427,B,train,trainB/n02391049_10427.jpg,Zebra
78,n02391049_2379,B,train,trainB/n02391049_2379.jpg,Zebra
79,n02391049_7567,B,train,trainB/n02391049_7567.jpg,Zebra
80,n02391049_3073,B,train,trainB/n02391049_3073.jpg,Zebra
81,n02391049_98,B,train,trainB/n02391049_98.jpg,Zebra
82,n02391049_4734,B,train,trainB/n02391049_4734.jpg,Zebra
83,n02391049_1894,B,train,trainB/n02391049_1894.jpg,Zebra
84,n02391049_556,B,train,trainB/n02391049_556.jpg,Zebra
85,n02391049_2437,B,train,trainB/n02391049_2437.jpg,Zebra
86,n02391049_224,B,val,trainB/n02391049_224.jpg,Zebra
87,n02391049_554,B,train,trainB/n02391049_554.jpg,Zebra
88,n02391049_232,B,train,trainB/n02391049_232.jpg,Zebra
89,n02391049_6121,B,train,trainB/n02391049_6121.jpg,Zebra
90,n02391049_226,B,train,trainB/n02391049_226.jpg,Zebra
91,n02391049_3071,B,val,trainB/n02391049_3071.jpg,Zebra
92,n02391049_5366,B,train,trainB/n02391049_5366.jpg,Zebra
93,n02391049_71,B,train,trainB/n02391049_71.jpg,Zebra
94,n02391049_1855,B,train,trainB/n02391049_1855.jpg,Zebra
95,n02391049_1869,B,train,trainB/n02391049_1869.jpg,Zebra
96,n02391049_8859,B,train,trainB/n02391049_8859.jpg,Zebra
97,n02391049_2623,B,train,trainB/n02391049_2623.jpg,Zebra
98,n02391049_2637,B,train,trainB/n02391049_2637.jpg,Zebra
99,n02391049_9762,B,train,trainB/n02391049_9762.jpg,Zebra
100,n02391049_3267,B,train,trainB/n02391049_3267.jpg,Zebra
101,n02391049_1316,B,val,trainB/n02391049_1316.jpg,Zebra
102,n02391049_1464,B,train,trainB/n02391049_1464.jpg,Zebra
103,n02391049_2838,B,train,trainB/n02391049_2838.jpg,Zebra
104,n02391049_795,B,val,trainB/n02391049_795.jpg,Zebra
105,n02391049_9979,B,train,trainB/n02391049_9979.jpg,Zebra
106,n02391049_9951,B,val,trainB/n02391049_9951.jpg,Zebra
107,n02391049_2757,B,train,trainB/n02391049_2757.jpg,Zebra
108,n02391049_2743,B,train,trainB/n02391049_2743.jpg,Zebra
109,n02391049_10948,B,val,trainB/n02391049_10948.jpg,Zebra
110,n02391049_178,B,train,trainB/n02391049_178.jpg,Zebra
111,n02391049_2794,B,train,trainB/n02391049_2794.jpg,Zebra
112,n02391049_839,B,val,trainB/n02391049_839.jpg,Zebra
113,n02391049_5789,B,train,trainB/n02391049_5789.jpg,Zebra
114,n02391049_193,B,train,trainB/n02391049_193.jpg,Zebra
115,n02391049_2964,B,train,trainB/n02391049_2964.jpg,Zebra
116,n02391049_8291,B,train,trainB/n02391049_8291.jpg,Zebra
117,n02391049_3139,B,train,trainB/n02391049_3139.jpg,Zebra
118,n02391049_2541,B,train,trainB/n02391049_2541.jpg,Zebra
119,n02391049_1712,B,train,trainB/n02391049_1712.jpg,Zebra
120,n02391049_3105,B,val,trainB/n02391049_3105.jpg,Zebra
121,n02391049_2596,B,train,trainB/n02391049_2596.jpg,Zebra
122,n02391049_3844,B,val,trainB/n02391049_3844.jpg,Zebra
123,n02391049_3878,B,val,trainB/n02391049_3878.jpg,Zebra
124,n02391049_1908,B,train,trainB/n02391049_1908.jpg,Zebra
125,n02391049_9398,B,train,trainB/n02391049_9398.jpg,Zebra
126,n02391049_11128,B,train,trainB/n02391049_11128.jpg,Zebra
127,n02391049_2597,B,train,trainB/n02391049_2597.jpg,Zebra
128,n02391049_6097,B,val,trainB/n02391049_6097.jpg,Zebra
129,n02391049_384,B,train,trainB/n02391049_384.jpg,Zebra
130,n02391049_353,B,train,trainB/n02391049_353.jpg,Zebra
131,n02391049_421,B,val,trainB/n02391049_421.jpg,Zebra
132,n02391049_2232,B,train,trainB/n02391049_2232.jpg,Zebra
133,n02391049_2959,B,train,trainB/n02391049_2959.jpg,Zebra
134,n02391049_2781,B,train,trainB/n02391049_2781.jpg,Zebra
135,n02391049_1288,B,val,trainB/n02391049_1288.jpg,Zebra
136,n02391049_192,B,train,trainB/n02391049_192.jpg,Zebra
137,n02391049_5788,B,train,trainB/n02391049_5788.jpg,Zebra
138,n02391049_4496,B,val,trainB/n02391049_4496.jpg,Zebra
139,n02391049_3306,B,train,trainB/n02391049_3306.jpg,Zebra
140,n02391049_2018,B,train,trainB/n02391049_2018.jpg,Zebra
141,n02391049_5005,B,val,trainB/n02391049_5005.jpg,Zebra
142,n02391049_6524,B,val,trainB/n02391049_6524.jpg,Zebra
143,n02391049_2024,B,train,trainB/n02391049_2024.jpg,Zebra
144,n02391049_2756,B,val,trainB/n02391049_2756.jpg,Zebra
145,n02391049_964,B,val,trainB/n02391049_964.jpg,Zebra
146,n02391049_2811,B,train,trainB/n02391049_2811.jpg,Zebra
147,n02391049_2805,B,val,trainB/n02391049_2805.jpg,Zebra
148,n02391049_2187,B,train,trainB/n02391049_2187.jpg,Zebra
149,n02391049_6487,B,train,trainB/n02391049_6487.jpg,Zebra
150,n02391049_5165,B,train,trainB/n02391049_5165.jpg,Zebra
151,n02391049_1303,B,train,trainB/n02391049_1303.jpg,Zebra
152,n02391049_9987,B,train,trainB/n02391049_9987.jpg,Zebra
153,n02391049_1465,B,train,trainB/n02391049_1465.jpg,Zebra
154,n02391049_3266,B,train,trainB/n02391049_3266.jpg,Zebra
155,n02391049_743,B,train,trainB/n02391049_743.jpg,Zebra
156,n02391049_2636,B,train,trainB/n02391049_2636.jpg,Zebra
157,n02391049_1459,B,train,trainB/n02391049_1459.jpg,Zebra
158,n02391049_6336,B,val,trainB/n02391049_6336.jpg,Zebra
159,n02391049_6444,B,val,trainB/n02391049_6444.jpg,Zebra
160,n02391049_9777,B,train,trainB/n02391049_9777.jpg,Zebra
161,n02391049_757,B,train,trainB/n02391049_757.jpg,Zebra
162,n02391049_58,B,train,trainB/n02391049_58.jpg,Zebra
163,n02391049_10342,B,train,trainB/n02391049_10342.jpg,Zebra
164,n02391049_10356,B,train,trainB/n02391049_10356.jpg,Zebra
165,n02391049_596,B,train,trainB/n02391049_596.jpg,Zebra
166,n02391049_5367,B,train,trainB/n02391049_5367.jpg,Zebra
167,n02391049_2408,B,train,trainB/n02391049_2408.jpg,Zebra
168,n02391049_8657,B,val,trainB/n02391049_8657.jpg,Zebra
169,n02391049_541,B,train,trainB/n02391049_541.jpg,Zebra
170,n02391049_1129,B,train,trainB/n02391049_1129.jpg,Zebra
171,n02391049_4069,B,train,trainB/n02391049_4069.jpg,Zebra
